Entry ID,Lemma ID,Code (survey),Batch (survey),List (survey),Item (survey),English Word Frequency,Frequency,Frequency SD,Frequency Z,Frequency N,Sign Unknown,Frequency (Native),Frequency SD (Native),Frequency Z (Native),Frequency N (Native),Sign Unknown (Native) (proportion),Frequency (Nonnative),Frequency SD (Nonnative),Frequency N (Nonnative),Frequency Z (Nonnative),Sign Unknown (Nonnative) (proportion),Dominant Translation,Dominant Translation Agreement (proportion),Dominant Translation Agreement (Native) (proportion),Dominant Translation Agreement (Nonnative) (proportion),Nondominant Translations,Non-Signer Iconicity,Non-Signer Iconicity SD,Non-Signer Iconicity Z,Non-Signer Iconicity N,Non-Signer Iconicity ID,Deaf Signer Iconicity,Deaf Signer Iconicity SD,Deaf Signer Iconicity N,Deaf Signer Iconicity Z,Deaf Signer Iconicity (Native),Deaf Signer Iconicity SD (Native),Deaf Signer Iconicity Z (Native),Deaf Signer Iconicity N (Native),Consistency of Guesses,Accuracy of Guesses (proportion),Transparency,Transparency SD,Transparency Z,Lexical Class,Initialized Sign,Fingerspelled Loan Sign,Compound,Number Of Morphemes,Sign Onset,Sign Offset,Sign Duration,Video Duration,Handshape,Selected Fingers,Flexion,Flexion Change,Spread,Spread Change,Thumb Position,Thumb Contact,Sign Type,Path Movement,Repeated Movement,Major Location,Minor Location,Second Minor Location,Contact,Nondominant Handshape,Wrist Twist,Handshape Morpheme 2,Selected Fingers Morpheme 2,Flexion Morpheme 2,Flexion Change Morpheme 2,Spread Morpheme 2,Spread Change Morpheme 2,Thumb Position Morpheme 2,Thumb Contact Morpheme 2,Sign Type Morpheme 2,Movement Morpheme 2,Repeated Movement Morpheme 2,Major Location Morpheme 2,Minor Location Morpheme 2,Second Minor Location Morpheme 2,Contact Morpheme 2,Nondominant Handshape Morpheme 2,Wrist Twist Morpheme 2,Handshape Morpheme 3,Selected Fingers Morpheme 3,Flexion Morpheme 3,Flexion Change Morpheme 3,Spread Morpheme 3,Spread Change Morpheme 3,Thumb Position Morpheme 3,Thumb Contact Morpheme 3,Signtype Morpheme 3,Movement Morpheme 3,Repeated Movement Morpheme 3,Major Location Morpheme 3,Minor Location Morpheme 3,Second Minor Location Morpheme 3,Contact Morpheme 3,Nondominant Handshape Morpheme 3,Wrist Twist Morpheme 3,Handshape Morpheme 4,Selected Fingers Morpheme 4,Flexion Morpheme 4,Flexion Change Morpheme 4,Spread Morpheme 4,Spread Change Morpheme 4,Thumb Position Morpheme 4,Thumb Contact Morpheme 4,Sign Type Morpheme 4,Movement Morpheme 4,Repeated Movement Morpheme 4,Major Location Morpheme 4,Minor Location Morpheme 4,Second Minor Location Morpheme 4,Contact Morpheme 4,Nondominant Handshape Morpheme 4,Wrist Twist Morpheme 4,Handshape Morpheme 5,Selected Fingers Morpheme 5,Flexion Morpheme 5,Flexion Change Morpheme 5,Spread Morpheme 5,Spread Change Morpheme 5,Thumb Position Morpheme 5,Thumb Contact Morpheme 5,Sign Type Morpheme 5,Movement Morpheme 5,Repeated Movement Morpheme 5,Major Location Morpheme 5,Minor Location Morpheme 5,Second Minor Location Morpheme 5,Contact Morpheme 5,Nondominant Handshape Morpheme 5,Wrist Twist Morpheme 5,Handshape Morpheme 6,Selected Fingers Morpheme 6,Flexion Morpheme 6,Flexion Change Morpheme 6,Spread Morpheme 6,Spread Change Morpheme 6,Thumb Position Morpheme 6,Thumb Contact Morpheme 6,Sign Type Morpheme 6,Movement Morpheme 6,Repeated Movement Morpheme 6,Major Location Morpheme 6,Minor Location Morpheme 6,Second Minor Location Morpheme 6,Contact Morpheme 6,Nondominant Handshape Morpheme 6,Wrist Twist Morpheme 6,Sign Type Frequency,Major Location Frequency,Minor Location Frequency,Second Minor Location Frequency,Movement Frequency,Selected Fingers Frequency,Flexion Frequency,Flexion Change Frequency,Repeated Movement Frequency,Contact Frequency,Spread Frequency,Spread Change Frequency,Thumb Contact Frequency,Thumb Position Frequency,Ulnar Rotation Frequency,Neighborhood Density,Parameter Neighborhood Density,Phonotactic Probability,Phonological Complexity,SignBank Semantic Field,SignBank Reference ID,In CDI,CDI Semantic Category,Age Of Acquisition,Age Of Acquisition (Empirical),Handshape Image
pen,pen,E_02_097,E,2,97,3.101,5.5,1.218,0.669,32,0.0,5.4,1.298,0.615,15,0.0,5.588,1.176,17,0.716,0.0,,,,,,5.806,1.447,0.887,31.0,,,,,,,,,,,,,,,Noun,0,0,0,1,434,1301,868,2503,baby_o,i,Bent,0.0,,,Open,1.0,Asymmetrical Different Handshape,Z-shaped,0,Hand,Palm,Finger Front,1,B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175,0.25,0.077,0.016,0.034,0.261,0.099,0.791,0.554,0.622,0.0,0.0,0.316,0.657,0.836,2,50,-0.356,4.0,,,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />"
pencil,pencil,A_02_053,A,2,53,2.702,4.296,1.54,0.235,27,0.0,4.154,1.625,0.16,13,0.0,4.429,1.505,14,0.304,0.0,,,,,,3.967,1.903,0.384,30.0,,4.29,2.0,31.0,0.47,4.26,2.0,0.49,19.0,,,,,,Noun,0,0,1,2,400,934,534,1134,baby_o,i,Curved,0.0,,,Open,1.0,One Handed,None,0,Head,Mouth,,1,,0,f,i,Curved,0.0,,,Open,1.0,Asymmetrical Different Handshape,Straight,,Hand,Palm,Hand Away,1.0,B,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.046,0.0,0.153,0.261,0.225,0.791,0.554,0.622,0.0,0.0,0.316,0.657,0.836,6,242,-0.125,0.0,None,2388.0,Yes,Small Household Items,34.0,28.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />"
penny,penny,D_01_049,D,1,49,3.093,2.808,1.47,-0.719,26,0.0,2.563,1.209,-0.901,16,0.0,3.2,1.814,11,-0.428,0.091,penny,0.654,0.688,0.6,cent,1.162,0.442,-0.884,37.0,,1.54,0.95,26.0,-0.79,1.61,1.04,-0.71,18.0,,,,,,Noun,0,0,0,1,667,934,267,1768,flat_1,i,Flat,0.0,,,Closed,0.0,One Handed,Straight,0,Head,Forehead,Head Away,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.039,0.178,0.457,0.261,0.162,0.791,0.554,0.622,0.0,0.0,0.684,0.343,0.836,5,326,0.011,1.0,None,1047.0,Yes,Small Household Items,55.0,34.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/flat_1.png"" />"
person,person,B_01_066,B,1,66,4.036,4.84,1.65,0.09,25,0.0,4.857,1.46,0.107,14,0.0,4.818,1.94,11,0.069,0.0,,,,,,1.37,0.629,-0.726,27.0,,1.5,0.73,31.0,-0.73,1.38,0.59,-0.77,22.0,2.94,0.0,2.74,1.49,-0.82,Noun,1,0,0,1,467,801,334,1435,p,im,Stacked,0.0,,0.0,Open,1.0,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,Neutral,0,p,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.363,0.363,0.426,0.457,0.14,0.025,0.791,0.554,0.378,0.0,0.878,0.316,0.657,0.836,1,469,0.193,3.0,People,888.0,Yes,People,42.0,35.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/p.png"" />"
pig,pig,A_02_032,A,2,32,3.3,3.885,1.633,-0.014,26,0.0,3.667,1.614,-0.117,12,0.0,4.071,1.685,14,0.074,0.0,,,,,,1.467,1.196,-0.752,30.0,,1.45,1.0,31.0,-0.95,1.32,0.82,-0.95,19.0,,,,,,Noun,0,0,0,1,367,1001,634,1168,open_b,imrp,Fully Open,1.0,0.0,0.0,Open,0.0,One Handed,None,1,Head,Under Chin,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.006,0.0,0.153,0.449,0.409,0.209,0.446,0.622,0.602,0.878,0.684,0.657,0.836,2,269,0.153,1.0,Animal,525.0,Yes,Animals,28.0,28.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/open_b.png"" />"
pizza_1,pizza_1,G_01_013,G,1,13,3.233,4.25,1.871,-0.013,27,0.111,4.455,1.864,0.052,12,0.083,4.077,1.935,15,-0.067,0.133,pizza,0.583,0.636,0.538,"big plate, leather, plate, tortilla, tubing",1.667,1.373,-0.912,30.0,,,,,,,,,,,,,,,Noun,0,0,0,1,467,1401,934,1902,l,i,Fully Open,0.0,,,Open,0.0,Symmetrical Or Alternating,None,1,Neutral,Neutral,,0,l,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.363,0.363,0.0,0.153,0.261,0.409,0.791,0.446,0.378,0.0,0.0,0.684,0.657,0.164,2,149,-0.196,1.0,,,No,Food and Drink,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/l.png"" />"
pizza_2,pizza_2,E_02_085,E,2,85,3.233,5.188,1.942,0.498,32,0.0,5.733,1.58,0.776,15,0.0,4.706,2.144,17,0.253,0.0,,,,,,1.733,1.78,-0.957,30.0,,,,,,,,,,,,,,,Noun,1,1,0,4,434,1368,934,1902,p,im,Stacked,,,,Open,1.0,One Handed,Straight,0,Neutral,Neutral,Neutral,0,,0,i,p,FullyOpen,,,,Closed,0.0,,,,,,,,,,v,im,FullyOpen,,1.0,,Closed,0.0,,,,,,,,,,a,t,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.363,0.363,0.426,0.457,0.14,0.025,0.0,0.554,0.378,0.0,0.0,0.316,0.657,0.836,1,469,-0.101,3.0,,,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/p.png"" />"
please,please,B_02_007,B,2,7,4.749,6.16,1.313,0.908,25,0.0,6.143,1.406,0.86,14,0.0,6.182,1.25,11,0.97,0.0,,,,,,2.667,1.788,-0.059,30.0,,2.0,1.07,31.0,-0.47,2.09,1.11,-0.39,22.0,2.51,0.05,4.25,1.97,0.55,Adverb,0,0,0,1,567,1101,534,1969,open_b,imrp,Fully Open,0.0,0.0,0.0,Open,0.0,One Handed,Circular,1,Body,Torso Top,Torso Top,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.094,0.032,0.011,0.076,0.449,0.409,0.791,0.446,0.622,0.602,0.878,0.684,0.657,0.836,4,55,0.143,2.0,None,527.0,Yes,Games and Routines,26.0,16.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/open_b.png"" />"
pool,pool,D_02_010,D,2,10,3.38,2.038,1.248,-1.201,26,0.037,2.063,1.389,-1.167,16,0.059,2.0,1.054,10,-1.254,0.0,pool,0.846,0.75,1.0,billiards,5.194,1.195,1.048,31.0,,5.35,1.26,26.0,1.13,5.06,1.31,1.0,18.0,,,,,,Noun,0,0,0,1,601,1935,1335,2736,baby_o,i,Bent,0.0,,,Open,1.0,Asymmetrical Different Handshape,Straight,1,Neutral,Neutral,Neutral,0,Dominance Condition Violation,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175,0.363,0.363,0.426,0.457,0.261,0.099,0.791,0.446,0.378,0.0,0.0,0.316,0.657,0.836,0,497,-0.092,2.0,None,3041.0,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />"
pretend,pretend,D_03_062,D,3,62,3.313,3.192,1.47,-0.541,26,0.0,3.188,1.424,-0.576,16,0.0,3.2,1.619,10,-0.485,0.0,,,,,,1.667,1.007,-0.652,24.0,,1.62,0.94,26.0,-0.74,1.67,1.03,-0.67,18.0,,,,,,Verb,0,0,0,1,534,1168,634,1902,1,i,Fully Open,0.0,,,Closed,0.0,One Handed,Straight,1,Head,Cheek Nose,Head Away,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.035,0.178,0.457,0.261,0.409,0.791,0.446,0.622,0.0,0.0,0.684,0.343,0.836,15,469,-0.01,1.0,Event,3112.0,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/1.png"" />"
pretty,pretty,C_01_022,C,1,22,4.301,5.533,1.224,0.606,30,0.0,5.5,1.339,0.495,18,0.0,5.583,1.084,12,0.771,0.0,,,,,,3.933,1.964,0.519,30.0,,2.7,1.78,30.0,-0.09,2.62,1.86,-0.18,21.0,2.3,0.0,3.79,1.65,-0.05,Adverb,0,0,0,1,367,767,400,1502,5,imrp,Fully Open,1.0,1.0,1.0,Open,1.0,One Handed,None,0,Head,Head Away,Head Away,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.066,0.178,0.153,0.449,0.409,0.209,0.554,0.378,0.398,0.122,0.316,0.657,0.836,1,252,-0.042,1.0,None,227.0,Yes,Descriptive Signs,33.0,28.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/5.png"" />"
quiet,quiet,C_01_037,C,1,37,3.777,5.3,1.264,0.493,30,0.0,5.278,1.274,0.413,18,0.0,5.333,1.303,12,0.612,0.0,,,,,,3.067,1.574,0.063,30.0,,2.1,1.42,30.0,-0.38,2.38,1.56,-0.27,21.0,2.48,0.0,4.15,1.79,0.4,Adjective,0,0,0,1,400,834,434,1768,closed_b,imrp,Fully Open,0.0,0.0,0.0,Closed,0.0,Symmetrical Or Alternating,Curved,0,Head,Chin,Head Away,1,closed_b,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.266,0.037,0.178,0.233,0.449,0.409,0.791,0.554,0.622,0.602,0.878,0.684,0.343,0.836,2,158,0.368,2.0,Attribute,233.0,Yes,Descriptive Signs,39.0,35.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/closed_b.png"" />"
radio,radio,A_01_075,A,1,75,3.595,2.581,1.728,-0.741,31,0.0,2.222,1.665,-0.886,18,0.0,3.077,1.754,13,-0.541,0.0,,,,,,3.595,1.848,0.217,37.0,,2.23,1.33,31.0,-0.57,2.0,1.05,-0.64,19.0,,,,,,Noun,0,0,0,1,334,1034,701,1668,curved_5,imrp,Curved,0.0,1.0,0.0,Open,0.0,One Handed,None,1,Head,Head Away,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.066,0.0,0.153,0.449,0.225,0.791,0.446,0.378,0.398,0.878,0.684,0.657,0.164,4,265,-0.137,1.0,None,748.0,Yes,Small Household Items,67.0,35.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />"
rain,rain,A_03_061,A,3,61,3.397,5.76,1.2,0.917,25,0.0,5.667,1.113,0.896,15,0.0,5.9,1.37,10,0.949,0.0,,,,,,5.429,1.363,0.897,21.0,,5.13,1.65,31.0,0.92,5.42,1.58,1.11,19.0,,,,,,Noun,0,0,0,1,434,1301,868,1502,spread_open_e,imrp,Bent,0.0,1.0,0.0,Open,0.0,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,0,spread_open_e,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.363,0.363,0.426,0.457,0.449,0.099,0.791,0.446,0.378,0.398,0.878,0.684,0.657,0.836,1,443,0.44,1.0,None,1011.0,Yes,Outside Things and Places to Go,22.0,14.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/spread_open_e.png"" />"
read,read,A_01_022,A,1,22,4.09,6.387,1.202,1.254,31,0.0,6.222,1.353,1.184,18,0.0,6.615,0.961,13,1.35,0.0,,,,,,4.571,1.596,0.674,35.0,,4.45,1.67,31.0,0.6,4.16,1.89,0.5,19.0,,,,,,Verb,0,0,0,1,534,1001,467,1235,v,im,Fully Open,0.0,1.0,0.0,Closed,0.0,Asymmetrical Different Handshape,Straight,1,Hand,Hand Away,Hand Away,0,B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175,0.25,0.035,0.155,0.457,0.14,0.409,0.791,0.446,0.378,0.398,0.878,0.684,0.343,0.836,3,368,-0.116,3.0,None,341.0,Yes,Action Signs,29.0,28.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/v.png"" />"
red,red,C_02_090,C,2,90,3.878,5.069,1.51,0.433,29,0.0,5.471,1.328,0.558,17,0.0,4.5,1.624,12,0.256,0.0,,,,,,1.037,0.192,-0.836,27.0,,1.5,1.17,30.0,-0.74,1.62,1.32,-0.73,21.0,1.54,0.0,3.7,1.75,0.11,Adjective,0,0,0,1,467,901,434,1602,1,i,Fully Open,1.0,,,Closed,0.0,One Handed,None,1,Head,Mouth,Head Away,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.046,0.178,0.153,0.261,0.409,0.209,0.446,0.622,0.0,0.0,0.684,0.343,0.836,2,290,-0.27,1.0,Color,531.0,Yes,Descriptive Signs,27.0,28.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/1.png"" />"
refrigerator,refrigerator,G_01_001,G,1,1,2.631,1.913,0.949,-1.348,27,0.148,1.778,0.667,-1.485,12,0.25,2.0,1.109,15,-1.26,0.067,,,,,,3.4,1.754,-0.055,30.0,,,,,,,,,,,,,,,Noun,0,0,1,2,467,2102,1635,2669,a,t,,,,,Open,,Symmetrical Or Alternating,Straight,1,Body,Body Away,Body Away,0,a,0,a,t,,,,,Open,,Asymmetrical Same Handshape,Curved,1.0,Hand,Finger Back,Hand Away,1.0,a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.094,0.016,0.045,0.457,0.057,0.0,0.0,0.446,0.378,0.0,0.0,0.0,0.657,0.836,3,192,-0.902,2.0,,,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/a.png"" />"
ride_1,ride_1,F_03_023,F,3,23,3.839,4.963,1.85,0.374,27,0.0,5.071,1.859,0.399,14,0.0,4.846,1.908,13,0.346,0.0,,,,,,3.636,1.851,-0.102,33.0,,,,,,,,,,,,,,,Verb,0,0,0,1,501,1335,834,1935,curved_v,im,Curved,0.0,1.0,0.0,Closed,0.0,Asymmetrical Different Handshape,Straight,0,Hand,Finger Ulnar,,1,C,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175,0.25,0.007,0.0,0.457,0.14,0.225,0.791,0.554,0.622,0.398,0.878,0.684,0.343,0.836,1,354,0.001,3.0,None,240.0,Yes,Action Signs,46.0,21.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/curved_v.png"" />"
ride_2,ride_2,J_03_026,J,3,26,3.839,3.724,1.907,-0.207,29,0.0,3.933,1.981,-0.16,15,0.0,3.5,1.871,14,-0.257,0.0,ride,1.0,1.0,1.0,,4.391,1.699,0.864,23.0,ride,,,,,,,,,,,,,,Verb,0,0,0,1,701,1668,968,2135,3,im,Fully Open,0.0,1.0,0.0,Open,0.0,Asymmetrical Different Handshape,Straight,0,Hand,Finger Radial,,1,B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175,0.25,0.035,0.0,0.457,0.14,0.409,0.791,0.554,0.622,0.398,0.878,0.684,0.657,0.836,3,351,0.238,3.0,None,974.0,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/3.png"" />"
room,room,A_01_024,A,1,24,4.351,5.742,1.29,0.926,31,0.0,5.778,1.478,0.973,18,0.0,5.692,1.032,13,0.86,0.0,,,,,,4.154,1.424,0.482,39.0,,4.97,1.54,31.0,0.87,4.63,1.64,0.75,19.0,,,,,,Noun,0,0,1,2,467,1201,734,1735,open_b,imrp,Fully Open,0.0,0.0,0.0,Open,0.0,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,,0,open_b,0,flat_b,imrp,Flat,0.0,0.0,0.0,Open,0.0,Symmetrical Or Alternating,Straight,,Neutral,Neutral,,0.0,flat_b,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.363,0.363,0.0,0.457,0.449,0.409,0.791,0.554,0.378,0.602,0.878,0.684,0.657,0.836,24,541,0.61,0.0,None,242.0,No,Furniture and Rooms,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/open_b.png"" />"
sad,sad,B_02_053,B,2,53,3.51,5.24,1.268,0.381,25,0.0,5.286,1.383,0.387,14,0.0,5.182,1.168,11,0.373,0.0,,,,,,5.8,1.518,1.486,30.0,,3.74,1.88,31.0,0.45,3.86,2.03,0.55,22.0,0.71,1.0,5.35,1.35,1.18,Adjective,0,0,0,1,467,901,434,1635,5,imrp,Fully Open,0.0,1.0,0.0,Open,0.0,Symmetrical Or Alternating,Straight,0,Head,Head Away,Head Away,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.266,0.066,0.178,0.457,0.449,0.409,0.791,0.554,0.378,0.398,0.878,0.684,0.657,0.836,2,378,0.427,1.0,Emotion,245.0,Yes,Mental State Terms,27.0,28.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/5.png"" />"
same_1,same_1,B_02_009,B,2,9,4.328,5.84,1.106,0.713,25,0.0,5.929,1.072,0.725,14,0.0,5.727,1.191,11,0.699,0.0,,,,,,3.621,1.761,0.423,29.0,,2.07,1.21,31.0,-0.43,2.09,1.19,-0.39,22.0,2.77,0.053,2.74,1.45,-0.81,Minor,0,0,0,1,1168,1635,467,2402,y,p,Fully Open,0.0,,,Open,0.0,One Handed,Straight,1,Neutral,Neutral,Neutral,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.363,0.363,0.426,0.457,0.033,0.409,0.791,0.446,0.378,0.0,0.0,0.684,0.657,0.836,9,466,0.199,2.0,None,535.0,Yes,Descriptive Signs,35.0,28.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/y.png"" />"
same_2,same_2,B_02_013,B,2,13,4.328,3.4,1.633,-0.73,25,0.0,3.357,1.598,-0.757,14,0.0,3.455,1.753,11,-0.695,0.0,,,,,,1.767,1.194,-0.481,30.0,,2.0,1.21,31.0,-0.47,1.96,1.21,-0.46,22.0,1.85,0.0,3.6,2.04,0.09,Minor,0,0,0,1,400,901,501,1702,1,i,Fully Open,0.0,,,Closed,0.0,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.363,0.363,0.426,0.457,0.261,0.409,0.791,0.446,0.622,0.0,0.0,0.684,0.343,0.836,10,563,0.266,1.0,None,534.0,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/1.png"" />"
scissors,scissors,A_01_038,A,1,38,2.534,4.548,1.434,0.264,31,0.0,4.611,1.335,0.321,18,0.0,4.462,1.613,13,0.185,0.0,,,,,,6.947,0.324,1.877,38.0,,6.03,1.33,31.0,1.38,5.74,1.52,1.25,19.0,,,,,,Noun,0,0,0,1,267,1001,734,1335,v,im,Fully Open,0.0,1.0,1.0,Closed,0.0,One Handed,None,1,Neutral,Neutral,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.363,0.363,0.0,0.153,0.14,0.409,0.791,0.446,0.378,0.398,0.122,0.684,0.343,0.836,1,146,-0.064,2.0,None,248.0,Yes,Small Household Items,30.0,23.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/v.png"" />"
see,see,C_02_030,C,2,30,5.115,6.333,0.922,1.189,30,0.0,6.5,0.786,1.151,18,0.0,6.083,1.084,12,1.247,0.0,,,,,,4.63,2.239,0.896,27.0,,4.37,2.06,30.0,0.77,4.57,1.94,0.84,21.0,,,,,,Verb,0,0,0,1,300,1001,701,1802,p,im,Stacked,0.0,,,Open,1.0,One Handed,Straight,0,Head,Eye,Head Away,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.016,0.178,0.457,0.14,0.025,0.791,0.554,0.622,0.0,0.0,0.316,0.657,0.836,3,329,-0.089,3.0,Event,538.0,Yes,Action Signs,32.0,28.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/p.png"" />"
shirt,shirt,A_01_028,A,1,28,3.374,2.867,1.889,-0.609,30,0.032,3.389,1.975,-0.283,18,0.0,2.083,1.505,13,-1.098,0.077,shirt,0.667,0.667,0.667,"blouse, sweater, t-shirt, top (clothes)",5.923,1.44,1.355,39.0,,4.23,1.79,31.0,0.45,4.11,1.81,0.45,19.0,,,,,,Noun,0,0,1,2,367,1702,1335,1802,f,i,Curved,0.0,,,Open,1.0,One Handed,Straight,1,Body,Torso Top,,1,,0,5,imrp,FullyOpen,0.0,1.0,0.0,Open,0.0,Symmetrical Or Alternating,Straight,,Body,Torso Top,Torso Bottom,1.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.094,0.032,0.0,0.457,0.261,0.225,0.791,0.446,0.622,0.0,0.0,0.316,0.657,0.836,7,163,-0.269,0.0,,,Yes,Clothing,30.0,28.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/f.png"" />"
